master_project_id,match_group_id,source_record_key,source_dataset,source_project_id,source_project_name,normalised_project_name,source_agency,source_location,source_group,source_url,source_record_count,match_group_size,has_cross_source_match
MASTER-0108,GROUP-0108,budget_paper::BUD-85E906140C,budget_paper,BUD-85E906140C,"New England Highway, Muswellbrook Bypass (State and Federal Funded)",new england highway muswellbrook bypass state and federal funded,Transport for NSW,Muswellbrook,New England Corridor,,3,1,False
MASTER-0109,GROUP-0109,budget_paper::BUD-880BB0DE69,budget_paper,BUD-880BB0DE69,Swan Hill Bridge (State and Federal Funded),swan hill bridge state and federal funded,Transport for NSW,Murray Downs,Connecting Regional NSW (Roads and Bridges),,2,1,False
MASTER-0110,GROUP-0110,budget_paper::BUD-8888CFE34F,budget_paper,BUD-8888CFE34F,Fixing Country Rail,fixing country rail,Transport Asset Manager/Holding Entity NSW,Various,,,3,1,False
MASTER-0111,GROUP-0111,budget_paper::BUD-8A6975EE09,budget_paper,BUD-8A6975EE09,Regional Rail Fleet Program,regional rail fleet program,Transport Asset Manager/Holding Entity NSW,Various,,,3,1,False
MASTER-0112,GROUP-0112,budget_paper::BUD-8D580420A0,budget_paper,BUD-8D580420A0,Thornton Rail Bridge,thornton rail bridge,Transport for NSW,Maitland,Regional Roads Fund,,2,1,False
MASTER-0113,GROUP-0113,budget_paper::BUD-8D5E06A8C1,budget_paper,BUD-8D5E06A8C1,Golden Highway Upgrades - Mudies Creek (State and Federal Funded),golden highway upgrades mudies creek state and federal funded,Transport for NSW,Whittingham,Connecting Regional NSW (Roads and Bridges),,2,1,False
MASTER-0114,GROUP-0114,budget_paper::BUD-8F69D8D289,budget_paper,BUD-8F69D8D289,Homebush Bay Drive and Australia Avenue Intersection Upgrade (State and Federal Funded),homebush bay drive and australia avenue intersection upgrade state and federal funded,Transport for NSW,Liberty Grove,Connecting Sydney Roads,,1,1,False
MASTER-0115,GROUP-0115,budget_paper::BUD-90A8D182FB,budget_paper,BUD-90A8D182FB,Epping Station Bridge Replacement (State and Federal Funded),epping station bridge replacement state and federal funded,Transport for NSW,Epping,Connecting Sydney Roads,,3,1,False
MASTER-0116,GROUP-0116,budget_paper::BUD-91EAA5B3F9,budget_paper,BUD-91EAA5B3F9,Traffic Lights at Elara Boulevard,traffic lights at elara boulevard,Transport for NSW,Marsden Park,Urban Roads Fund,,1,1,False
MASTER-0117,GROUP-0117,budget_paper::BUD-920324F71C,budget_paper,BUD-920324F71C,Spring Farm Parkway Stage 2 (Planning) (State and Federal Funded)(c),spring farm parkway stage 2 planning state and federal funded c,Transport for NSW,Various,Urban Roads Fund,,3,1,False
MASTER-0118,GROUP-0118,budget_paper::BUD-943E51C71A,budget_paper,BUD-943E51C71A,"Pacific Highway - Harrington Road Intersection Upgrade, Coopernook (Planning)(State and Federal Funded)",pacific highway harrington road intersection upgrade coopernook planning state and federal funded,Transport for NSW,Coopernook,Pacific Corridor,,1,1,False
MASTER-0119,GROUP-0119,budget_paper::BUD-94E9E7CC29,budget_paper,BUD-94E9E7CC29,"M12 Motorway, M7 to The Northern Road (State and Federal Funded)",m12 motorway m7 to the northern road state and federal funded,Transport for NSW,Badgerys Creek,Western Sydney Infrastructure Plan,,2,1,False
MASTER-0120,GROUP-0120,budget_paper::BUD-9A68224DAA,budget_paper,BUD-9A68224DAA,New England Highway Duplication (Goonoo Goonoo Road) (State and Federal Funded),new england highway duplication goonoo goonoo road state and federal funded,Transport for NSW,Tamworth,New England Corridor,,3,1,False
MASTER-0121,GROUP-0121,budget_paper::BUD-9A6D523B2C,budget_paper,BUD-9A6D523B2C,"Avoca Drive, Central Coast (State and Federal Funded)",avoca drive central coast state and federal funded,Transport for NSW,Kincumber,Connecting Central Coast Roads,,3,1,False
MASTER-0122,GROUP-0122,budget_paper::BUD-9A94D2DE6A,budget_paper,BUD-9A94D2DE6A,Regional NSW Bridge Upgrades,regional nsw bridge upgrades,Transport for NSW,Various,Connecting Regional NSW (Roads and Bridges),,3,1,False
MASTER-0123,GROUP-0123,budget_paper::BUD-9D1EB3BB36,budget_paper,BUD-9D1EB3BB36,Hill Road Upgrade,hill road upgrade,Transport for NSW,Lidcombe,Connecting Sydney Roads,,3,1,False
MASTER-0124,GROUP-0124,budget_paper::BUD-A1A16B6C81,budget_paper,BUD-A1A16B6C81,Rail Fleet Strategy including Future Fleet Tangara Replacement (Planning),rail fleet strategy including future fleet tangara replacement planning,Transport Asset Manager/Holding Entity NSW,Various,,,1,1,False
MASTER-0125,GROUP-0125,budget_paper::BUD-A2D1EA6715,budget_paper,BUD-A2D1EA6715,Homebush Bay Drive Upgrade (State and Federal Funded),homebush bay drive upgrade state and federal funded,Transport for NSW,Liberty Grove,Connecting Sydney Roads,,2,1,False
MASTER-0126,GROUP-0126,budget_paper::BUD-A39C805B02,budget_paper,BUD-A39C805B02,South West Sydney Rail Planning-Business Case (State and Federal Funded)(b),south west sydney rail planning business case state and federal funded b,Transport Asset Manager/Holding Entity NSW,Bradfield - Leppington/ Campbelltown,,,2,1,False
MASTER-0127,GROUP-0127,budget_paper::BUD-A58A0EF6FF,budget_paper,BUD-A58A0EF6FF,"Pacific Motorway, Hexham Straight (State and Federal Funded)",pacific motorway hexham straight state and federal funded,Transport for NSW,Hexham,Connecting Hunter Roads,,2,1,False
MASTER-0128,GROUP-0128,budget_paper::BUD-A626D1B998,budget_paper,BUD-A626D1B998,Future Fleet Program (Planning),future fleet program planning,Transport Asset Manager/Holding Entity NSW,Various,,,2,1,False
MASTER-0129,GROUP-0129,budget_paper::BUD-A79D6516E0,budget_paper,BUD-A79D6516E0,Zero Emissions Buses Program,zero emissions buses program,Transport for NSW,Various,Other Major Programs,,1,1,False
MASTER-0130,GROUP-0130,budget_paper::BUD-A86A72F93F,budget_paper,BUD-A86A72F93F,Appin Road Upgrades (State and Federal Funded),appin road upgrades state and federal funded,Transport for NSW,Appin,Connecting Sydney Roads,,3,1,False
MASTER-0131,GROUP-0131,budget_paper::BUD-AB5BF73325,budget_paper,BUD-AB5BF73325,Flushcombe Road & Bungarribee Road Intersection Upgrade (Planning),flushcombe road and bungarribee road intersection upgrade planning,Transport for NSW,Blacktown,Connecting Sydney Roads,,2,1,False
MASTER-0132,GROUP-0132,budget_paper::BUD-ACB04930C1,budget_paper,BUD-ACB04930C1,Newell Highway Flood Mitigation Works (Planning) (State and Federal Funded),newell highway flood mitigation works planning state and federal funded,Transport for NSW,West Wyalong,Newell Corridor,,3,1,False
MASTER-0133,GROUP-0133,budget_paper::BUD-AF0B297F2F,budget_paper,BUD-AF0B297F2F,Wallendbeen Bridge Approaches,wallendbeen bridge approaches,Transport for NSW,Wallendbeen,Regional Roads Fund,,1,1,False
MASTER-0134,GROUP-0134,budget_paper::BUD-B2B1F1B833,budget_paper,BUD-B2B1F1B833,Newell Highway - North Moree Heavy Duty Pavement (State and Federal Funded),newell highway north moree heavy duty pavement state and federal funded,Transport for NSW,Moree,Newell Corridor,,1,1,False
MASTER-0135,GROUP-0135,budget_paper::BUD-B33CF5AEA8,budget_paper,BUD-B33CF5AEA8,Bulli Bypass Investigation,bulli bypass investigation,Transport for NSW,Bulli,Regional Roads Fund,,2,1,False
MASTER-0136,GROUP-0136,budget_paper::BUD-B579BC7396,budget_paper,BUD-B579BC7396,Opal 2.0,opal 2 0,Transport for NSW,Various,Other Major Programs,,1,1,False
MASTER-0137,GROUP-0137,budget_paper::BUD-B5FF67A08A,budget_paper,BUD-B5FF67A08A,Zero Emissions Buses Program (State and Federal funded),zero emissions buses program state and federal funded,Transport for NSW,Various,Other Major Programs,,1,1,False
MASTER-0138,GROUP-0138,budget_paper::BUD-B68001C12C,budget_paper,BUD-B68001C12C,Hume Highway Corridor Strategy (Planning) (State and Federal Funded),hume highway corridor strategy planning state and federal funded,Transport for NSW,Various,Hume Corridor,,3,1,False
MASTER-0139,GROUP-0139,budget_paper::BUD-B731621557,budget_paper,BUD-B731621557,Western Sydney Freight Line and Intermodal Terminal (Planning and Development) (State and Federal Funded),western sydney freight line and intermodal terminal planning and development state and federal funded,Transport for NSW,Various,Other Major Programs,,3,1,False
MASTER-0140,GROUP-0140,budget_paper::BUD-BA7EE294B1,budget_paper,BUD-BA7EE294B1,John Renshaw Drive Upgrade (Planning) (State and Federal Funded),john renshaw drive upgrade planning state and federal funded,Transport for NSW,Various,Connecting Hunter Roads,,3,1,False
MASTER-0141,GROUP-0141,budget_paper::BUD-BB57EF85AD,budget_paper,BUD-BB57EF85AD,Marshalls Creek Bridge,marshalls creek bridge,Transport for NSW,Wagga Wagga,Connecting Regional NSW (Roads and Bridges),,3,1,False
MASTER-0142,GROUP-0142,budget_paper::BUD-BB7B597D6A,budget_paper,BUD-BB7B597D6A,Widen Richmond Road at Elara Boulevard (State and Federal Funded)(f),widen richmond road at elara boulevard state and federal funded f,Transport for NSW,Marsden Park,Connecting Sydney Roads,,1,1,False
MASTER-0143,GROUP-0143,budget_paper::BUD-BF17A2C566,budget_paper,BUD-BF17A2C566,Yass Road-Bungendore Road- Ellerton Road Intersection,yass road bungendore road ellerton road intersection,Transport for NSW,Queanbeyan,Regional Roads Fund,,1,1,False
MASTER-0144,GROUP-0144,budget_paper::BUD-BFCA5E7F24,budget_paper,BUD-BFCA5E7F24,Tichborne & Harris Gates Grade Separation Road Interface (State and Federal Funded),tichborne and harris gates grade separation road interface state and federal funded,Transport for NSW,Various,Other Major Programs,,2,1,False
MASTER-0145,GROUP-0145,budget_paper::BUD-C0ECBBC580,budget_paper,BUD-C0ECBBC580,Mona Vale Road West - McCarrs Creek Road to Powder Works Road (State and Federal Funded),mona vale road west mccarrs creek road to powder works road state and federal funded,Transport for NSW,Terrey Hills - Ingleside,Connecting Sydney Roads,,2,1,False
MASTER-0146,GROUP-0146,budget_paper::BUD-C18353623A,budget_paper,BUD-C18353623A,Nowra Bypass and Network Improvements (Planning) (State and Federal Funded),nowra bypass and network improvements planning state and federal funded,Transport for NSW,Nowra,Princes Corridor,,3,1,False
MASTER-0147,GROUP-0147,budget_paper::BUD-C1FE6F4981,budget_paper,BUD-C1FE6F4981,Widen Richmond Road from the M7 to Townson Road (State and Federal Funded)(f),widen richmond road from the m7 to townson road state and federal funded f,Transport for NSW,Colebee,Connecting Sydney Roads,,1,1,False
MASTER-0148,GROUP-0148,budget_paper::BUD-C318EE281A,budget_paper,BUD-C318EE281A,Wakehurst Parkway,wakehurst parkway,Transport for NSW,Various,Connecting Sydney Roads,,3,1,False
MASTER-0149,GROUP-0149,budget_paper::BUD-C653E7DCA6,budget_paper,BUD-C653E7DCA6,"Newell Highway, Parkes Bypass (State and Federal Funded)",newell highway parkes bypass state and federal funded,Transport for NSW,Parkes,Newell Corridor,,1,1,False
MASTER-0150,GROUP-0150,budget_paper::BUD-C854007C49,budget_paper,BUD-C854007C49,Mamre Road Stage 1 - M4 Motorway to Erskine Park Road,mamre road stage 1 m4 motorway to erskine park road,Transport for NSW,St Clair,Connecting Sydney Roads,,2,1,False
MASTER-0151,GROUP-0151,budget_paper::BUD-C96B703CBF,budget_paper,BUD-C96B703CBF,"Richmond Road Upgrade between Elara Boulevard and Heritage Road, Marsden Park (State and Federal Funded)(c)",richmond road upgrade between elara boulevard and heritage road marsden park state and federal funded c,Transport for NSW,Marsden Park,Connecting Sydney Roads,,2,1,False
MASTER-0152,GROUP-0152,budget_paper::BUD-CA0145C609,budget_paper,BUD-CA0145C609,Regional Corridors Upgrade Program - Muswellbrook to Armidale (Phase 2),regional corridors upgrade program muswellbrook to armidale phase 2,Transport for NSW,Various,Regional Corridors Upgrade Program,,1,1,False
MASTER-0153,GROUP-0153,budget_paper::BUD-CB3746823F,budget_paper,BUD-CB3746823F,Opal Next Generation,opal next generation,Transport for NSW,Various,Other Major Programs,,2,1,False
MASTER-0154,GROUP-0154,budget_paper::BUD-CB686A82E2,budget_paper,BUD-CB686A82E2,Other Works,other works,Transport for NSW,Various,Other Major Programs,,1,1,False
MASTER-0155,GROUP-0155,budget_paper::BUD-CC8CCD4602,budget_paper,BUD-CC8CCD4602,Liverpool to Airport Transit Corridor,liverpool to airport transit corridor,Transport for NSW,Various,Urban Roads Fund,,1,1,False
MASTER-0156,GROUP-0156,budget_paper::BUD-CEEED03F65,budget_paper,BUD-CEEED03F65,Macquarie Park Precinct and Bus Interchange (State and Federal Funded),macquarie park precinct and bus interchange state and federal funded,Transport for NSW,Macquarie Park,Interchanges and Accessibility,,3,1,False
MASTER-0157,GROUP-0157,budget_paper::BUD-CF78CC0A58,budget_paper,BUD-CF78CC0A58,"Newcastle Inner City Bypass, Rankin Park to Jesmond (State and Federal Funded)",newcastle inner city bypass rankin park to jesmond state and federal funded,Transport for NSW,Williamtown,Connecting Hunter Roads,,3,1,False
MASTER-0158,GROUP-0158,budget_paper::BUD-D10D435BCC,budget_paper,BUD-D10D435BCC,Road Safety (State and Federal Funded),road safety state and federal funded,Transport for NSW,Various,Other Major Programs,,3,1,False
MASTER-0159,GROUP-0159,budget_paper::BUD-D149CF64EE,budget_paper,BUD-D149CF64EE,New Buses to Cater for NSW Services,new buses to cater for nsw services,Transport for NSW,Various,Other Major Programs,,3,1,False
MASTER-0160,GROUP-0160,budget_paper::BUD-D181E5D50C,budget_paper,BUD-D181E5D50C,"Mamre Road, M4 Motorway to Erskine Park Road",mamre road m4 motorway to erskine park road,Transport for NSW,St Clair,Connecting Sydney Roads,,1,1,False
MASTER-0161,GROUP-0161,budget_paper::BUD-D3E2996928,budget_paper,BUD-D3E2996928,Princes Highway Corridor (NSW) - Milton Ulladulla Bypass (State and Federal Funded),princes highway corridor nsw milton ulladulla bypass state and federal funded,Transport for NSW,Milton,Princes Corridor,,1,1,False
MASTER-0162,GROUP-0162,budget_paper::BUD-D44C3C7C41,budget_paper,BUD-D44C3C7C41,"Memorial Avenue, Old Windsor Road to Windsor Road (State and Federal Funded)",memorial avenue old windsor road to windsor road state and federal funded,Transport for NSW,Kellyville,Connecting Sydney Roads,,1,1,False
MASTER-0163,GROUP-0163,budget_paper::BUD-D748A5085A,budget_paper,BUD-D748A5085A,Woollahra Train Station,woollahra train station,Transport Asset Manager/Holding Entity NSW,Woollahra,,,1,1,False
MASTER-0164,GROUP-0164,budget_paper::BUD-D77A436B81,budget_paper,BUD-D77A436B81,Bells Line of Road Upgrade Program (Federal Funded),bells line of road upgrade program federal funded,Transport for NSW,Blue Mountains,Great Western Highway and Bells Line of Road,,3,1,False
MASTER-0165,GROUP-0165,budget_paper::BUD-DAB31A7E21,budget_paper,BUD-DAB31A7E21,Sydney Metro West,sydney metro west,Sydney Metro,Westmead - Sydney CBD,,,3,1,False
MASTER-0166,GROUP-0166,budget_paper::BUD-DB056B1672,budget_paper,BUD-DB056B1672,Maritime Infrastructure Upgrades,maritime infrastructure upgrades,Transport for NSW,Various,Other Major Programs,,3,1,False
MASTER-0167,GROUP-0167,budget_paper::BUD-DC5F4FB2C9,budget_paper,BUD-DC5F4FB2C9,M1 Princes Motorway Entry and Exit Ramps,m1 princes motorway entry and exit ramps,Transport for NSW,Dapto,Regional Roads Fund,,1,1,False
MASTER-0168,GROUP-0168,budget_paper::BUD-DC8F8422E5,budget_paper,BUD-DC8F8422E5,Garfield Road West (Planning) (State and Federal Funded),garfield road west planning state and federal funded,Transport for NSW,Various,Connecting Sydney Roads,,2,1,False
MASTER-0169,GROUP-0169,budget_paper::BUD-DD5F590495,budget_paper,BUD-DD5F590495,M6 Extension Stage 1,m6 extension stage 1,Transport for NSW,Rockdale,Sydney Motorways,,3,1,False
MASTER-0170,GROUP-0170,budget_paper::BUD-DEBDBA1B99,budget_paper,BUD-DEBDBA1B99,Pedestrian Overpass Hurstville Primary (Planning),pedestrian overpass hurstville primary planning,Transport for NSW,Hurstville,Urban Roads Fund,,2,1,False
MASTER-0171,GROUP-0171,budget_paper::BUD-DECAE5B450,budget_paper,BUD-DECAE5B450,Mount Ousley Safety and Reliability Works (Planning) (State and Federal Funded),mount ousley safety and reliability works planning state and federal funded,Transport for NSW,Mount Ousley,Princes Corridor,,2,1,False
MASTER-0172,GROUP-0172,budget_paper::BUD-DFA7CB71FD,budget_paper,BUD-DFA7CB71FD,Transport Access Program - Commuter Wharf Upgrades,transport access program commuter wharf upgrades,Transport for NSW,Various,Interchanges and Accessibility,,1,1,False
MASTER-0173,GROUP-0173,budget_paper::BUD-E0C3AB31A5,budget_paper,BUD-E0C3AB31A5,"King Georges Road, Stoney Creek Road to Connells Point Road (State and Federal Funded)",king georges road stoney creek road to connells point road state and federal funded,Transport for NSW,Penshurst,Connecting Sydney Roads,,1,1,False
MASTER-0174,GROUP-0174,budget_paper::BUD-E3A9B7A928,budget_paper,BUD-E3A9B7A928,RegStar Program,regstar program,Transport for NSW,Various,Other Major Programs,,1,1,False
MASTER-0175,GROUP-0175,budget_paper::BUD-E409D02F81,budget_paper,BUD-E409D02F81,Regional Corridors Upgrade Program - Newcastle to Dubbo (Phase 2)(d)(f),regional corridors upgrade program newcastle to dubbo phase 2 d f,Transport for NSW,Various,Regional Corridors Upgrade Program,,1,1,False
MASTER-0176,GROUP-0176,budget_paper::BUD-E657093806,budget_paper,BUD-E657093806,Monaro Highway Upgrade Program,monaro highway upgrade program,Transport for NSW,Williamsdale - Cooma,Connecting Regional NSW (Roads and Bridges),,2,1,False
MASTER-0177,GROUP-0177,budget_paper::BUD-E76DF8E081,budget_paper,BUD-E76DF8E081,New Richmond Bridge and Traffic Improvements (State and Federal Funded),new richmond bridge and traffic improvements state and federal funded,Transport for NSW,North Richmond,Connecting Sydney Roads,,3,1,False
MASTER-0178,GROUP-0178,budget_paper::BUD-E966C277DD,budget_paper,BUD-E966C277DD,Henry Lawson Drive Upgrade Stage 1B,henry lawson drive upgrade stage 1b,Transport for NSW,Milperra,Urban Roads Fund,,1,1,False
MASTER-0179,GROUP-0179,budget_paper::BUD-EB9D9B0E5A,budget_paper,BUD-EB9D9B0E5A,"Safe, Accessible Transport Upgrades",safe accessible transport upgrades,Transport for NSW,Various,Other Major Programs,,2,1,False
MASTER-0180,GROUP-0180,budget_paper::BUD-EC1C07423F,budget_paper,BUD-EC1C07423F,XPT Fleet Upgrade (Planning),xpt fleet upgrade planning,Transport Asset Manager/Holding Entity NSW,Various,,,2,1,False
MASTER-0181,GROUP-0181,budget_paper::BUD-F08503D135,budget_paper,BUD-F08503D135,Tangara Fleet Life Extension,tangara fleet life extension,Transport Asset Manager/Holding Entity NSW,Various,,,3,1,False
MASTER-0182,GROUP-0182,budget_paper::BUD-F1488DCD1A,budget_paper,BUD-F1488DCD1A,RegStar Program (Planning and Development),regstar program planning and development,Transport for NSW,Various,Other Major Programs,,1,1,False
MASTER-0183,GROUP-0183,budget_paper::BUD-F3BA4F7F01,budget_paper,BUD-F3BA4F7F01,Rural and Regional Ticketing Solution,rural and regional ticketing solution,Transport for NSW,Various,Other Major Programs,,2,1,False
MASTER-0184,GROUP-0184,budget_paper::BUD-F3D5853ABB,budget_paper,BUD-F3D5853ABB,M7-M12 Integration(d)(e),m7 m12 integration d e,Transport for NSW,Various,Sydney Motorways,,1,1,False
MASTER-0185,GROUP-0185,budget_paper::BUD-F5F966FB94,budget_paper,BUD-F5F966FB94,Bus Priority Infrastructure,bus priority infrastructure,Transport for NSW,Various,Easing Sydney's Congestion,,3,1,False
MASTER-0186,GROUP-0186,budget_paper::BUD-F7801A4F2A,budget_paper,BUD-F7801A4F2A,Sydney Gateway,sydney gateway,Transport for NSW,Mascot,Sydney Motorways,,1,1,False
MASTER-0187,GROUP-0187,budget_paper::BUD-F88C70FC79,budget_paper,BUD-F88C70FC79,Transport Connected Bus Program,transport connected bus program,Transport for NSW,Various,Other Major Programs,,1,1,False
MASTER-0188,GROUP-0188,budget_paper::BUD-F9D5A88353,budget_paper,BUD-F9D5A88353,Heavy Vehicle Rest Stops Improvement Program,heavy vehicle rest stops improvement program,Transport for NSW,Various,Other Major Programs,,3,1,False
MASTER-0189,GROUP-0189,budget_paper::BUD-F9E440143C,budget_paper,BUD-F9E440143C,"Newell Highway, New Dubbo Bridge (State and Federal Funded)",newell highway new dubbo bridge state and federal funded,Transport for NSW,Dubbo,Newell Corridor,,3,1,False
MASTER-0190,GROUP-0190,budget_paper::BUD-F9FD0AB531,budget_paper,BUD-F9FD0AB531,Golden Highway Dubbo to Newcastle Improvement Program (Planning) (State and Federal Funded),golden highway dubbo to newcastle improvement program planning state and federal funded,Transport for NSW,Various,Connecting Regional NSW (Roads and Bridges),,2,1,False
MASTER-0191,GROUP-0191,budget_paper::BUD-FAE850347A,budget_paper,BUD-FAE850347A,Henry Lawson Drive Upgrade Stage 1B (State and Federal Funded)(c),henry lawson drive upgrade stage 1b state and federal funded c,Transport for NSW,Milperra,Urban Roads Fund,,2,1,False
MASTER-0192,GROUP-0192,budget_paper::BUD-FB1DC2209F,budget_paper,BUD-FB1DC2209F,Fifteenth Avenue Upgrade (State and Federal Funded)(c),fifteenth avenue upgrade state and federal funded c,Transport for NSW,Various,Urban Roads Fund,,2,1,False
MASTER-0193,GROUP-0193,budget_paper::BUD-FB8997A946,budget_paper,BUD-FB8997A946,Rouse Hill Hospital Transport Integration (Planning),rouse hill hospital transport integration planning,Transport for NSW,Rouse Hill,Other Major Programs,,1,1,False
MASTER-0194,GROUP-0194,budget_paper::BUD-FC96C8B06D,budget_paper,BUD-FC96C8B06D,New England Highway Corridor - Priority Intersection Upgrades (State and Federal Funded),new england highway corridor priority intersection upgrades state and federal funded,Transport for NSW,Various,New England Corridor,,1,1,False
MASTER-0195,GROUP-0195,budget_paper::BUD-FCAAF33041,budget_paper,BUD-FCAAF33041,Mulgoa Road Stage 2 - Glenmore Parkway to Jeanette Street (State and Federal Funded),mulgoa road stage 2 glenmore parkway to jeanette street state and federal funded,Transport for NSW,Regentville,Connecting Sydney Roads,,3,1,False
MASTER-0196,GROUP-0196,budget_paper::BUD-FE4152BC35,budget_paper,BUD-FE4152BC35,Hume Highway Heavy Duty Pavement Upgrade,hume highway heavy duty pavement upgrade,Transport for NSW,Marulan,Hume Corridor,,3,1,False
MASTER-0197,GROUP-0197,budget_paper::BUD-FE972089E9,budget_paper,BUD-FE972089E9,Pinch Points (State and Federal Funded),pinch points state and federal funded,Transport for NSW,Various,Easing Sydney's Congestion,,2,1,False
MASTER-0198,GROUP-0198,project_register::PRJ-0002,project_register,PRJ-0002,Almond Street to M1 Princes Motorway,almond street to m1 princes motorway,,,In Planning,https://roads-waterways.transport.nsw.gov.au/projects/picton-road-projects/picton-road-upgrade/index.html,1,2,True
MASTER-0198,GROUP-0198,project_timeline::TFNSW-0017,project_timeline,TFNSW-0017,Almond Street to M1 Princes Motorway,almond street to m1 princes motorway,,,Picton Road Upgrade Program,,1,2,True
MASTER-0199,GROUP-0199,project_register::PRJ-0003,project_register,PRJ-0003,Appin Road safety improvements,appin road safety improvements,,,Pipeline,https://roads-waterways.transport.nsw.gov.au/projects/appin-road-improvements/index.html,1,2,True
MASTER-0199,GROUP-0199,project_timeline::TFNSW-0059,project_timeline,TFNSW-0059,Appin Road Safety Improvements,appin road safety improvements,,,Central River City,,2,2,True
MASTER-0200,GROUP-0200,project_register::PRJ-0004,project_register,PRJ-0004,Appin Town Centre By-Pass,appin town centre by pass,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/south-west-roads-planning,1,2,True
MASTER-0200,GROUP-0200,project_timeline::TFNSW-0060,project_timeline,TFNSW-0060,Appin Town Centre By- Pass,appin town centre by pass,,,Central River City,,2,2,True
MASTER-0201,GROUP-0201,project_register::PRJ-0005,project_register,PRJ-0005,Australia Avenue intersection upgrade,australia avenue intersection upgrade,,,Pipeline,https://roads-waterways.transport.nsw.gov.au/projects/homebush-bay-drive-australia-ave-upgrade/index.html,1,2,True
MASTER-0201,GROUP-0201,project_timeline::TFNSW-0061,project_timeline,TFNSW-0061,Australia Avenue intersection upgrade,australia avenue intersection upgrade,,,Central River City,,2,2,True
MASTER-0202,GROUP-0202,project_register::PRJ-0006,project_register,PRJ-0006,Avoca Drive upgrade Kincumber,avoca drive upgrade kincumber,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/avoca-drive-upgrade-at-kincumber,1,2,True
MASTER-0202,GROUP-0202,project_timeline::TFNSW-0003,project_timeline,TFNSW-0003,"Avoca Drive Upgrade, Kincumber",avoca drive upgrade kincumber,,,Central Coast roads,,4,2,True
MASTER-0203,GROUP-0203,project_register::PRJ-0007,project_register,PRJ-0007,"Bandon Road Upgrade & Extension, Windsor Road to Richmond Road",bandon road upgrade and extension windsor road to richmond road,,,Pipeline,https://www.transport.nsw.gov.au/projects/current-projects/bandon-road-north-west-growth-area,1,2,True
MASTER-0203,GROUP-0203,project_timeline::TFNSW-0074,project_timeline,TFNSW-0074,"Bandon Road Upgrade & Extension, Windsor Road to Richmond Road",bandon road upgrade and extension windsor road to richmond road,,,Western Parkland City,,2,2,True
MASTER-0204,GROUP-0204,project_register::PRJ-0008,project_register,PRJ-0008,Barton Highway upgrade - Stage 2,barton highway upgrade stage 2,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/barton-highway-corridor-upgrade-stage-2-barton-highway,1,2,True
MASTER-0204,GROUP-0204,project_timeline::TFNSW-0026,project_timeline,TFNSW-0026,Barton Highway Upgrade - Stage 2,barton highway upgrade stage 2,,,Regional NSW major road and bridge upgrades,,3,2,True
MASTER-0205,GROUP-0205,project_register::PRJ-0009,project_register,PRJ-0009,Bells Line of Road safety improvements,bells line of road safety improvements,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/bells-line-of-road-safety-improvements,1,2,True
MASTER-0205,GROUP-0205,project_timeline::TFNSW-0001,project_timeline,TFNSW-0001,Bells Line of Road Safety Improvements,bells line of road safety improvements,,,Bells Line of Road,,1,2,True
MASTER-0206,GROUP-0206,project_register::PRJ-0010,project_register,PRJ-0010,Bradfield Metro Link Road - Badgery's Creek Road to Proposed Eastern Ring Road,bradfield metro link road badgery s creek road to proposed eastern ring road,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/bradfield-precinct-priority-roads,1,1,False
MASTER-0207,GROUP-0207,project_register::PRJ-0011,project_register,PRJ-0011,Bulli Bypass,bulli bypass,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/bulli-bypass,1,2,True
MASTER-0207,GROUP-0207,project_timeline::TFNSW-0019,project_timeline,TFNSW-0019,Bulli Bypass,bulli bypass,,,Princes Highway,,1,2,True
MASTER-0208,GROUP-0208,project_register::PRJ-0012,project_register,PRJ-0012,Burdekin Road and Townson Road upgrade,burdekin road and townson road upgrade,,,In Planning,https://roads-waterways.transport.nsw.gov.au/projects/north-west-growth-centre-strategy/townson-burdekin-road.html,1,2,True
MASTER-0208,GROUP-0208,project_timeline::TFNSW-0076,project_timeline,TFNSW-0076,Burdekin Road and Townson Road Upgrade,burdekin road and townson road upgrade,,,Western Parkland City,,1,2,True
MASTER-0209,GROUP-0209,project_register::PRJ-0013,project_register,PRJ-0013,Bus Service Improvement Program,bus service improvement program,,,In Planning,https://www.transport.nsw.gov.au/,1,2,True
MASTER-0209,GROUP-0209,project_timeline::TFNSW-0045,project_timeline,TFNSW-0045,Bus Service Improvement Program,bus service improvement program,,,Buses,,1,2,True
MASTER-0210,GROUP-0210,project_register::PRJ-0014,project_register,PRJ-0014,Cambridge Avenue upgrade,cambridge avenue upgrade,,,In Planning,https://www.transport.nsw.gov.au/projects/current-projects/cambridge-avenue-glenfield-upgrade,1,2,True
MASTER-0210,GROUP-0210,project_timeline::TFNSW-0077,project_timeline,TFNSW-0077,Cambridge Avenue upgrade,cambridge avenue upgrade,,,Western Parkland City,,1,2,True
